1.75	4	2	1.25	3.75	3.5	1.25	1.5	1.75	3.5	1	1.66666666666667	2.66666666666667	3	4	3.33333333333333	1.22222222222222	1	1.14285714285714	2.88888888888889	3	2.66666666666667	1.5	5.66666666666667	40	100	1110	4	4	5	5	5	2	3	3	3	8	2	37	4	6	6	3	1	4	3	13	100	1762	1	50	4	4	4	4	25	1	4	3
1.75	4	2	1.25	3.75	3.5	1.25	1.5	1.75	3.5	1	2.66666666666667	3.66666666666667	4	4	3.22222222222222	1	1	1.42857142857143	1	2.66666666666667	2.66666666666667	2.25	4.33333333333333	41	100	3055	5	5	5	5	5	2	4	4	3	8	1	55	4	19	15	15	1	2	2	13	100	1762	1	50	4	4	4	4	25	1	4	3
1	4.5	1.66666666666667	1	3	5	2	1.25	3.25	3.75	1	1.66666666666667	2	2.5	4	2.44444444444444	1.44444444444444	1	1	1.88888888888889	3.66666666666667	2.55555555555556	1.25	7	42	100	2140	5	5	5	5	5	2	2	5	5	7	1	55	3	7	2	1	5	5	5	14	100	97797	1	35	6	6	5	2	19	0	5	5
1	4.5	1.66666666666667	1	3	5	2	1.25	3.25	3.75	1	1.66666666666667	2.16666666666667	2.5	4	2.22222222222222	1	1	1	2.11111111111111	3.33333333333333	3.33333333333333	1	4	43	100	3563208	4	4	5	5	5	2	3	3	3	8	2	31	4	2	2	2	3	3	3	14	100	97797	1	35	6	6	5	2	19	0	5	5
1	4.5	1.66666666666667	1	3	5	2	1.25	3.25	3.75	1	1	1	4	4	2.88888888888889	2	1	1	1	1	2.66666666666667	1	4.33333333333333	44	100	1067	5	5	5	5	5	5	5	5	5	8	1	51	4	3	2	2	5	5	5	14	100	97797	1	35	6	6	5	2	19	0	5	5
.	.	.	.	.	.	.	.	.	.	1.14285714285714	2.33333333333333	3.33333333333333	3.5	4.33333333333333	3	1.11111111111111	1	1	2.88888888888889	3	3.44444444444444	4	4.33333333333333	45	100	1300	4	4	2	2	4	3	4	5	5	8	2	46	5	15	4	10	3	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1	2	2.5	4	5	4.88888888888889	1	1	1	3.33333333333333	3.66666666666667	3.33333333333333	2.25	6.33333333333333	46	100	1643	4	4	4	2	4	2	3	4	5	9	2	64	4	12	12	5	2	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1	1.33333333333333	2.33333333333333	2.5	4	2.88888888888889	1	1.71428571428571	1.14285714285714	2.44444444444444	3.33333333333333	2.88888888888889	2.75	5.66666666666667	47	100	1124	4	4	4	4	5	3	3	4	4	8	2	38	4	5	5	3	3	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1.42857142857143	1.33333333333333	4	4	3.66666666666667	3.22222222222222	1	1	1	2.11111111111111	4	3.11111111111111	3	5.33333333333333	48	100	1247	4	4	4	4	4	2	2	5	5	8	2	33	5	10	10	12.5	3	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1.14285714285714	1	1.66666666666667	5	3.66666666666667	2.44444444444444	1.66666666666667	1.57142857142857	3	2.11111111111111	2.66666666666667	3.44444444444444	2.25	5.66666666666667	49	100	2032	4	5	3	4	5	2	3	5	5	8	2	24	6	3	1	1	4	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1.14285714285714	1.33333333333333	2.33333333333333	4	5	3.33333333333333	1	1	1	1.77777777777778	3.33333333333333	3.66666666666667	2	6.33333333333333	50	100	2069	4	4	3	4	4	2	2	4	4	9	2	27	5	1.5	1	1	4	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1	1.66666666666667	2.5	3	5	4.55555555555556	1	1	1.14285714285714	2.44444444444444	2.66666666666667	3.11111111111111	3	3	51	100	952335	4	4	4	4	4	2	4	5	5	9	2	24	5	5	2	2	2	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1.28571428571429	2	2	4	4	2	2	1.57142857142857	2.57142857142857	2.55555555555556	3.33333333333333	3.11111111111111	2.25	4	52	100	16374	4	4	4	3	4	2	3	5	5	8	2	24	4	1	1	1	2	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1	1.66666666666667	2	4.5	5	3.88888888888889	1	1	1	2.77777777777778	3.66666666666667	3.33333333333333	1.75	5.33333333333333	53	100	1163	4	5	4	5	5	3	2	4	4	9	1	24	4	0.5	0.5	0.5	5	3	3	.	.	.	.	.	.	.	.	.	.	.	.	.
2	5	1	2.75	4.75	4.75	2.75	1.5	2.75	4.25	1	1	1	4	4.66666666666667	5	1	1	1.42857142857143	1.88888888888889	3	3.22222222222222	1	6.66666666666667	54	100	589360	3	4	5	3	5	2	2	5	5	8	2	32	4	1	1	1	1	1	5	15	100	1128229	1	50	5	15	3	3	30	1	5	5
2.5	4	3	3.75	3.75	3.75	3.75	4	4.5	3.75	2.71428571428571	4	2.66666666666667	4	4.33333333333333	3.66666666666667	1.66666666666667	1.71428571428571	2.28571428571429	2.22222222222222	3.33333333333333	3.55555555555556	3	4.33333333333333	55	100	1400	5	2	2	2	4	2	4	4	4	7	2	21	6	2	2	1	2	4	4	16	100	1322	1	29	4	8	8	4	16	0	5	3
2.5	4	3	3.75	3.75	3.75	3.75	4	4.5	3.75	1.85714285714286	1.33333333333333	1.83333333333333	4	3.66666666666667	3	1	1	1.42857142857143	3.66666666666667	2.66666666666667	3.77777777777778	1.5	3.66666666666667	56	100	1323	3	2	2	2	5	4	4	5	4	7	1	19	5	0	0	0	1	4	4	16	100	1322	1	29	4	8	8	4	16	0	5	3
1.25	4.25	1	1.5	4	3.25	2.25	2.25	3.25	3.25	1	1.33333333333333	2	3.5	4.33333333333333	4.11111111111111	1.33333333333333	1.28571428571429	1.28571428571429	1.44444444444444	3.33333333333333	3.11111111111111	1.75	7	57	100	82106	3	4	5	5	5	2	3	5	5	9	1	32	4	4	4	1	5	1	4	17	100	3137	1	44	4	1	1	1	22	0	4	4
1.25	4.25	1	1.5	4	3.25	2.25	2.25	3.25	3.25	1	1.33333333333333	1.33333333333333	4.5	4.33333333333333	4.44444444444444	1	1	1.85714285714286	3.77777777777778	2.66666666666667	3.66666666666667	1.5	6	58	100	1943	2	3	3	4	4	4	4	4	5	8	1	26	4	2	2	0	6	5	5	17	100	3137	1	44	4	1	1	1	22	0	4	4
1.25	4.25	1	1.5	4	3.25	2.25	2.25	3.25	3.25	1	1	1.33333333333333	4.5	4	5	1	1	1	1.66666666666667	3	2.88888888888889	1	6.33333333333333	59	100	632	4	4	5	5	5	2	2	5	5	9	1	24	4	0	0	0	5	5	5	17	100	3137	1	44	4	1	1	1	22	0	4	4
.	.	.	.	.	.	.	.	.	.	1.28571428571429	2.66666666666667	2.33333333333333	4	3.66666666666667	3.66666666666667	2.11111111111111	2.42857142857143	2.42857142857143	3.55555555555556	3.66666666666667	3.44444444444444	3.5	3.33333333333333	60	100	1501	3	4	3	1	3	3	3	4	4	8	1	32	5	10	10	10	4	3	3	.	.	.	.	.	.	.	.	.	.	.	.	.
.	.	.	.	.	.	.	.	.	.	1.14285714285714	1.33333333333333	1.66666666666667	4	4	3.66666666666667	1	1.14285714285714	1.28571428571429	1.55555555555556	3.33333333333333	2.77777777777778	2	4.33333333333333	61	100	1494	5	5	5	4	5	2	2	5	5	8	1	46	4	1	1	1	5	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.
1	2.25	1	1	2.5	1.25	1	1	1.25	3	1	1.66666666666667	2	4	5	3	1.22222222222222	1	1	1.88888888888889	2.66666666666667	3.11111111111111	2.5	4.66666666666667	62	100	851	4	4	4	4	5	2	4	4	4	9	1	25	5	10	10	10	4	5	5	18	100	950	1	58	4	24	24	24	7	0	2	2
1	2.25	1	1	2.5	1.25	1	1	1.25	3	1	1	1.5	2	5	3	1	1	1	1.44444444444444	3.33333333333333	3.11111111111111	1.75	.	63	100	1745	5	5	5	5	5	1	2	3	3	10	2	50	3	10	10	10	3	5	5	18	100	950	1	58	4	24	24	24	7	0	2	2
1	2.25	1	1	2.5	1.25	1	1	1.25	3	1	1	2.16666666666667	3.5	5	3.77777777777778	1	1	1	2.55555555555556	2.66666666666667	2.66666666666667	2.75	6.66666666666667	64	100	1788	5	5	5	5	5	4	4	3	4	9	2	28	5	9	9	9	5	4	4	18	100	950	1	58	4	24	24	24	7	0	2	2
1	3.5	1.33333333333333	1.25	3.75	4	1	1.25	2	4	1	1	1.16666666666667	4	5	3.33333333333333	1	1	2.14285714285714	3	3.33333333333333	3.22222222222222	1.5	6.33333333333333	65	100	2723	4	4	4	3	4	2	3	5	5	9	2	44	4	7	7	7	3	5	5	19	100	1348	1	32	4	10	10	5	7	0	4	4
1	3.5	1.33333333333333	1.25	3.75	4	1	1.25	2	4	1	1.33333333333333	2	3.5	3	2.77777777777778	1	1	1.42857142857143	3	3.33333333333333	3	1.25	4.66666666666667	66	100	2298	4	5	5	5	5	2	3	3	3	7	2	27	4	2	2	2	4	4	4	19	100	1348	1	32	4	10	10	5	7	0	4	4
1	3.5	1.33333333333333	1.25	3.75	4	1	1.25	2	4	1.14285714285714	1.33333333333333	2.33333333333333	3.5	4	3.22222222222222	1	1	2.57142857142857	2.33333333333333	2.33333333333333	2.77777777777778	2.25	5	67	100	1287	4	5	5	5	5	4	4	5	5	8	2	37	4	15	15	15	2	3	3	19	100	1348	1	32	4	10	10	5	7	0	4	4
1.25	4	3	1	4.25	3.75	2.5	1.25	2.25	4.25	1	1	2.16666666666667	3	4	2.77777777777778	1	1	2.14285714285714	2.33333333333333	3.33333333333333	3	2.75	7	68	100	978	4	4	4	4	5	2	2	4	4	8	2	22	3	0.5	0.5	0.5	5	5	5	20	100	2161	2	25	4	2.5	2.5	0.5	10	0	5	5
1.25	4	3	1	4.25	3.75	2.5	1.25	2.25	4.25	1	2.33333333333333	2.33333333333333	5	5	3.22222222222222	1	1	1	1.55555555555556	3.33333333333333	3.44444444444444	2	4.66666666666667	69	100	1007	5	5	4	4	4	2	2	5	5	9	2	25	4	2	1.5	1.5	4	5	5	20	100	2161	2	25	4	2.5	2.5	0.5	10	0	5	5
1.25	4	3	1	4.25	3.75	2.5	1.25	2.25	4.25	1	1	2.66666666666667	4.5	4.33333333333333	2.22222222222222	1	1	3	2.33333333333333	3.33333333333333	2.88888888888889	2.25	4.66666666666667	70	100	8334	4	5	5	4	5	2	2	5	5	8	2	33	4	1	1	1	3	5	5	20	100	2161	2	25	4	2.5	2.5	0.5	10	0	5	5
1	3.75	1	1	3	3.25	1	1	2.25	3.25	1	1.33333333333333	2.16666666666667	3.5	5	3.44444444444444	1	1	1	1.11111111111111	1	3.22222222222222	2.5	4.66666666666667	71	100	834	5	5	4	5	5	5	5	5	5	9	2	27	4	2.5	2.5	2.5	3	3	3	21	100	1882	2	42	5	4	4	4	4	1	3	3
