     4.000     3.750     3.500     4.000     1.250     1.250     1.000     2.000     1.000     0.011     0.989     0.000     0.001     0.000     0.000     2.000
     4.000     3.750     3.500     4.000     1.250     1.250     1.000     2.000     1.000     0.011     0.989     0.000     0.001     0.000     0.000     2.000
     4.250     4.250     4.000     3.750     1.250     1.000     2.500     2.250     1.250     0.000     0.999     0.000     0.001     0.000     0.000     2.000
     4.250     4.250     4.000     3.750     1.250     1.000     2.500     2.250     1.250     0.000     0.999     0.000     0.001     0.000     0.000     2.000
     4.250     4.250     4.000     3.750     1.250     1.000     2.500     2.250     1.250     0.000     0.999     0.000     0.001     0.000     0.000     2.000
     3.250     3.000     3.750     3.250     1.000     1.000     1.000     2.250     1.000     0.817     0.183     0.000     0.000     0.000     0.000     1.000
     3.250     3.000     3.750     3.250     1.000     1.000     1.000     2.250     1.000     0.817     0.183     0.000     0.000     0.000     0.000     1.000
     3.250     3.000     3.750     3.250     1.000     1.000     1.000     2.250     1.000     0.817     0.183     0.000     0.000     0.000     0.000     1.000
     3.250     3.000     3.750     3.250     1.000     1.000     1.000     2.250     1.000     0.817     0.183     0.000     0.000     0.000     0.000     1.000
     3.250     3.000     4.000     3.750     2.250     2.750     2.250     2.750     2.000     0.000     0.007     0.157     0.835     0.000     0.000     4.000
     3.250     3.000     4.000     3.750     2.250     2.750     2.250     2.750     2.000     0.000     0.007     0.157     0.835     0.000     0.000     4.000
     3.250     3.000     4.000     3.750     2.250     2.750     2.250     2.750     2.000     0.000     0.007     0.157     0.835     0.000     0.000     4.000
     3.250     3.500     3.750     2.750     1.250     1.750     2.250     3.000     2.500     0.078     0.851     0.043     0.028     0.000     0.000     2.000
     3.250     3.500     3.750     2.750     1.250     1.750     2.250     3.000     2.500     0.078     0.851     0.043     0.028     0.000     0.000     2.000
     4.250     3.500     3.750     3.250     3.750     3.500     3.250     3.500     2.250     0.000     0.000     0.002     0.009     0.000     0.989     6.000
     4.250     3.500     3.750     3.250     3.750     3.500     3.250     3.500     2.250     0.000     0.000     0.002     0.009     0.000     0.989     6.000
     4.250     3.500     3.750     3.250     3.750     3.500     3.250     3.500     2.250     0.000     0.000     0.002     0.009     0.000     0.989     6.000
     4.000     4.000     3.000     3.000     3.250     3.000     3.000     2.750     3.000     0.000     0.000     0.046     0.033     0.000     0.921     6.000
     4.000     4.000     3.000     3.000     3.250     3.000     3.000     2.750     3.000     0.000     0.000     0.046     0.033     0.000     0.921     6.000
     3.750     3.750     4.500     2.250     3.750     1.500     3.000     1.250     1.000     0.014     0.732     0.000     0.253     0.000     0.000     2.000
     3.750     3.750     4.500     2.250     3.750     1.500     3.000     1.250     1.000     0.014     0.732     0.000     0.253     0.000     0.000     2.000
     3.750     3.750     4.500     2.250     3.750     1.500     3.000     1.250     1.000     0.014     0.732     0.000     0.253     0.000     0.000     2.000
     4.750     4.250     3.500     2.500     1.250     1.500     1.750     3.750     1.000     0.000     0.995     0.001     0.004     0.000     0.000     2.000
     4.750     4.250     3.500     2.500     1.250     1.500     1.750     3.750     1.000     0.000     0.995     0.001     0.004     0.000     0.000     2.000
     4.000     3.000     3.750     3.250     1.750     2.750     1.750     2.000     1.000     0.034     0.190     0.154     0.622     0.000     0.000     4.000
     4.000     3.000     3.750     3.250     1.750     2.750     1.750     2.000     1.000     0.034     0.190     0.154     0.622     0.000     0.000     4.000
     4.000     3.000     3.750     3.250     1.750     2.750     1.750     2.000     1.000     0.034     0.190     0.154     0.622     0.000     0.000     4.000
     4.000     3.000     3.750     3.250     1.750     2.750     1.750     2.000     1.000     0.034     0.190     0.154     0.622     0.000     0.000     4.000
     4.000     3.000     3.750     3.250     1.750     2.750     1.750     2.000     1.000     0.034     0.190     0.154     0.622     0.000     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.250     4.500     4.250     4.750     2.250     2.000     2.750     2.750     1.250     0.000     0.054     0.000     0.884     0.062     0.000     4.000
     4.500     3.500     4.750     3.000     1.000     1.000     1.000     3.500     1.000     0.002     0.998     0.000     0.000     0.000     0.000     2.000
     4.500     3.500     4.750     3.000     1.000     1.000     1.000     3.500     1.000     0.002     0.998     0.000     0.000     0.000     0.000     2.000
     4.500     3.500     4.750     3.000     1.000     1.000     1.000     3.500     1.000     0.002     0.998     0.000     0.000     0.000     0.000     2.000
     4.000     3.500     3.250     3.000     1.250     3.000     2.000     3.750     1.750     0.000     0.003     0.926     0.072     0.000     0.000     3.000
     4.000     3.500     3.250     3.000     1.250     3.000     2.000     3.750     1.750     0.000     0.003     0.926     0.072     0.000     0.000     3.000
     4.000     3.500     3.250     3.000     1.250     3.000     2.000     3.750     1.750     0.000     0.003     0.926     0.072     0.000     0.000     3.000
     4.000     3.500     3.250     3.000     1.250     3.000     2.000     3.750     1.750     0.000     0.003     0.926     0.072     0.000     0.000     3.000
     4.000     3.500     3.250     3.000     1.250     3.000     2.000     3.750     1.750     0.000     0.003     0.926     0.072     0.000     0.000     3.000
     3.250     3.250     4.000     3.250     1.750     1.250     1.250     2.250     1.500     0.328     0.671     0.000     0.001     0.000     0.000     2.000
     3.250     3.250     4.000     3.250     1.750     1.250     1.250     2.250     1.500     0.328     0.671     0.000     0.001     0.000     0.000     2.000
     3.250     3.250     4.000     3.250     1.750     1.250     1.250     2.250     1.500     0.328     0.671     0.000     0.001     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.000     3.750     3.750     3.250     1.500     1.250     2.500     2.250     1.250     0.099     0.900     0.000     0.002     0.000     0.000     2.000
     3.750     3.750     3.750     2.250     1.250     1.750     2.500     4.750     1.500     0.005     0.717     0.246     0.031     0.000     0.000     2.000
     3.750     3.750     3.750     2.250     1.250     1.750     2.500     4.750     1.500     0.005     0.717     0.246     0.031     0.000     0.000     2.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     3.500     3.750     3.750     4.500     3.000     2.750     1.500     3.000     1.250     0.000     0.001     0.009     0.990     0.000     0.000     4.000
     4.000     4.500     4.250     2.750     1.750     3.000     3.500     3.250     1.000     0.000     0.006     0.005     0.986     0.002     0.000     4.000
     4.000     4.500     4.250     2.750     1.750     3.000     3.500     3.250     1.000     0.000     0.006     0.005     0.986     0.002     0.000     4.000
     4.000     4.500     4.250     2.750     1.750     3.000     3.500     3.250     1.000     0.000     0.006     0.005     0.986     0.002     0.000     4.000
     3.750     3.750     3.750     3.750     1.500     1.000     1.000     2.000     1.000     0.023     0.977     0.000     0.000     0.000     0.000     2.000
     3.750     3.750     3.750     3.750     1.500     1.000     1.000     2.000     1.000     0.023     0.977     0.000     0.000     0.000     0.000     2.000
     3.750     3.750     3.750     3.750     1.500     1.000     1.000     2.000     1.000     0.023     0.977     0.000     0.000     0.000     0.000     2.000
     3.750     3.750     3.750     3.750     1.500     1.000     1.000     2.000     1.000     0.023     0.977     0.000     0.000     0.000     0.000     2.000
     4.500     4.750     4.000     3.750     3.500     3.500     2.750     3.750     2.750     0.000     0.000     0.000     0.003     0.000     0.997     6.000
     3.750     4.000     3.750     4.000     2.000     2.000     1.750     3.750     1.000     0.000     0.404     0.011     0.585     0.000     0.000     4.000
     3.500     3.500     4.000     4.000     3.750     3.000     4.000     4.500     4.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.500     3.750     4.500     3.750     2.250     1.750     1.000     3.250     1.000     0.000     0.822     0.000     0.178     0.000     0.000     2.000
     4.500     3.750     4.500     3.750     2.250     1.750     1.000     3.250     1.000     0.000     0.822     0.000     0.178     0.000     0.000     2.000
     3.750     4.000     3.000     4.000     1.000     1.000     1.000     4.000     1.000     0.004     0.996     0.000     0.000     0.000     0.000     2.000
     3.750     4.000     3.000     4.000     1.000     1.000     1.000     4.000     1.000     0.004     0.996     0.000     0.000     0.000     0.000     2.000
     4.000     3.750     3.500     4.000     3.250     1.000     2.000     3.500     1.000     0.001     0.866     0.002     0.131     0.000     0.000     2.000
     4.250     3.500     4.500     4.000     2.250     1.750     1.500     2.000     1.000     0.001     0.861     0.000     0.138     0.000     0.000     2.000
     4.250     3.500     4.500     4.000     2.250     1.750     1.500     2.000     1.000     0.001     0.861     0.000     0.138     0.000     0.000     2.000
     4.250     3.500     4.500     4.000     2.250     1.750     1.500     2.000     1.000     0.001     0.861     0.000     0.138     0.000     0.000     2.000
     3.750     3.250     4.750     3.750     1.250     2.000     2.000     2.250     1.250     0.010     0.916     0.000     0.073     0.000     0.000     2.000
     3.750     3.250     4.750     3.750     1.250     2.000     2.000     2.250     1.250     0.010     0.916     0.000     0.073     0.000     0.000     2.000
     3.750     3.250     4.750     3.750     1.250     2.000     2.000     2.250     1.250     0.010     0.916     0.000     0.073     0.000     0.000     2.000
     2.500     3.500     3.500     3.000     1.000     1.000     1.000     3.250     1.000     0.833     0.167     0.000     0.000     0.000     0.000     1.000
     2.500     3.500     3.500     3.000     1.000     1.000     1.000     3.250     1.000     0.833     0.167     0.000     0.000     0.000     0.000     1.000
     4.250     3.500     4.750     4.000     2.750     1.500     3.000     2.250     1.500     0.000     0.440     0.000     0.541     0.019     0.000     4.000
     4.250     3.500     4.750     4.000     2.750     1.500     3.000     2.250     1.500     0.000     0.440     0.000     0.541     0.019     0.000     4.000
     4.250     3.500     4.750     4.000     2.750     1.500     3.000     2.250     1.500     0.000     0.440     0.000     0.541     0.019     0.000     4.000
     3.250     4.500     3.500     2.500     1.500     1.750     1.000     3.500     1.750     0.009     0.968     0.012     0.012     0.000     0.000     2.000
     3.250     4.500     3.500     2.500     1.500     1.750     1.000     3.500     1.750     0.009     0.968     0.012     0.012     0.000     0.000     2.000
     3.250     4.500     3.500     2.500     1.500     1.750     1.000     3.500     1.750     0.009     0.968     0.012     0.012     0.000     0.000     2.000
     3.750     3.500     4.250     3.250     2.750     3.500     1.750     3.000     1.500     0.000     0.000     0.055     0.941     0.000     0.003     4.000
     3.750     3.500     4.250     3.250     2.750     3.500     1.750     3.000     1.500     0.000     0.000     0.055     0.941     0.000     0.003     4.000
     3.750     3.500     4.250     3.250     2.750     3.500     1.750     3.000     1.500     0.000     0.000     0.055     0.941     0.000     0.003     4.000
     3.750     3.250     3.500     3.000     2.500     3.250     1.500     3.000     1.500     0.000     0.000     0.811     0.188     0.000     0.000     3.000
     3.750     3.250     3.500     3.000     2.500     3.250     1.500     3.000     1.500     0.000     0.000     0.811     0.188     0.000     0.000     3.000
     3.500     3.000     4.000     2.750     1.500     1.250     1.000     1.750     1.000     0.812     0.187     0.000     0.000     0.000     0.000     1.000
     3.500     3.000     4.000     2.750     1.500     1.250     1.000     1.750     1.000     0.812     0.187     0.000     0.000     0.000     0.000     1.000
     4.500     4.000     3.500     3.250     4.000     3.000     3.750     4.000     3.750     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.500     4.000     3.500     3.250     4.000     3.000     3.750     4.000     3.750     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.500     3.750     3.750     3.500     2.750     2.500     2.250     3.000     2.250     0.000     0.006     0.082     0.910     0.000     0.002     4.000
     3.500     3.750     3.750     3.500     2.750     2.500     2.250     3.000     2.250     0.000     0.006     0.082     0.910     0.000     0.002     4.000
     3.500     3.750     3.750     3.500     2.750     2.500     2.250     3.000     2.250     0.000     0.006     0.082     0.910     0.000     0.002     4.000
     3.750     4.000     3.250     3.500     4.000     4.000     3.250     4.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.750     4.000     3.250     3.500     4.000     4.000     3.250     4.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.750     4.000     3.250     3.500     4.000     4.000     3.250     4.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.250     3.000     3.000     3.000     2.000     1.500     1.000     2.750     1.000     0.877     0.110     0.012     0.000     0.000     0.000     1.000
     3.250     3.000     3.000     3.000     2.000     1.500     1.000     2.750     1.000     0.877     0.110     0.012     0.000     0.000     0.000     1.000
     3.750     3.750     5.000     3.500     1.000     1.000     2.000     1.250     1.000     0.007     0.993     0.000     0.000     0.000     0.000     2.000
     3.750     3.750     5.000     3.500     1.000     1.000     2.000     1.250     1.000     0.007     0.993     0.000     0.000     0.000     0.000     2.000
     3.750     3.750     3.750     4.250     2.250     1.500     2.750     3.250     2.250     0.000     0.416     0.004     0.571     0.008     0.000     4.000
     3.750     3.750     3.750     4.250     2.250     1.500     2.750     3.250     2.250     0.000     0.416     0.004     0.571     0.008     0.000     4.000
     3.750     3.750     3.750     4.250     2.250     1.500     2.750     3.250     2.250     0.000     0.416     0.004     0.571     0.008     0.000     4.000
     3.750     3.750     3.750     4.250     2.250     1.500     2.750     3.250     2.250     0.000     0.416     0.004     0.571     0.008     0.000     4.000
     3.750     3.750     3.750     4.250     2.250     1.500     2.750     3.250     2.250     0.000     0.416     0.004     0.571     0.008     0.000     4.000
     4.500     4.750     4.250     4.500     2.000     2.000     1.250     3.000     1.250     0.000     0.324     0.000     0.672     0.004     0.000     4.000
     4.500     4.750     4.250     4.500     2.000     2.000     1.250     3.000     1.250     0.000     0.324     0.000     0.672     0.004     0.000     4.000
     3.750     4.250     3.500     4.000     3.250     4.000     2.750     3.250     3.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.750     4.250     3.500     4.000     3.250     4.000     2.750     3.250     3.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.750     4.250     3.500     4.000     3.250     4.000     2.750     3.250     3.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     3.750     4.250     3.500     4.000     3.250     4.000     2.750     3.250     3.250     0.000     0.000     0.000     0.000     0.000     1.000     6.000
     4.500     5.000     5.000     5.000     2.250     4.750     1.500     2.000     1.000     0.000     0.000     0.000     0.993     0.000     0.007     4.000
     4.500     5.000     5.000     5.000     2.250     4.750     1.500     2.000     1.000     0.000     0.000     0.000     0.993     0.000     0.007     4.000
     4.500     5.000     5.000     5.000     2.250     4.750     1.500     2.000     1.000     0.000     0.000     0.000     0.993     0.000     0.007     4.000
     4.500     4.000     3.250     3.750     2.250     2.000     5.000     4.500     2.000     0.000     0.000     0.001     0.012     0.986     0.000     5.000
     4.500     4.000     3.250     3.750     2.250     2.000     5.000     4.500     2.000     0.000     0.000     0.001     0.012     0.986     0.000     5.000
     4.500     4.000     3.250     3.750     2.250     2.000     5.000     4.500     2.000     0.000     0.000     0.001     0.012     0.986     0.000     5.000
     3.500     3.000     3.500     3.250     1.000     1.000     1.000     1.750     1.250     0.804     0.196     0.000     0.000     0.000     0.000     1.000
     3.500     3.000     3.500     3.250     1.000     1.000     1.000     1.750     1.250     0.804     0.196     0.000     0.000     0.000     0.000     1.000
     3.500     3.250     3.250     2.750     2.000     2.750     2.000     3.500     2.500     0.000     0.000     0.981     0.018     0.000     0.000     3.000
     3.500     3.250     3.250     2.750     2.000     2.750     2.000     3.500     2.500     0.000     0.000     0.981     0.018     0.000     0.000     3.000
     3.500     3.250     3.250     2.750     2.000     2.750     2.000     3.500     2.500     0.000     0.000     0.981     0.018     0.000     0.000     3.000
     5.000     4.750     3.000     3.500     2.750     4.000     4.000     4.500     1.750     0.000     0.000     0.000     0.002     0.000     0.997     6.000
     5.000     4.750     3.000     3.500     2.750     4.000     4.000     4.500     1.750     0.000     0.000     0.000     0.002     0.000     0.997     6.000
     3.500     3.250     5.000     2.750     1.750     1.000     1.250     2.250     2.750     0.060     0.939     0.000     0.001     0.000     0.000     2.000
     3.500     3.250     5.000     2.750     1.750     1.000     1.250     2.250     2.750     0.060     0.939     0.000     0.001     0.000     0.000     2.000
     3.500     3.250     5.000     2.750     1.750     1.000     1.250     2.250     2.750     0.060     0.939     0.000     0.001     0.000     0.000     2.000
     4.500     3.250     3.000     2.500     2.000     2.250     1.750     3.500     2.000     0.000     0.014     0.965     0.020     0.000     0.000     3.000
     4.500     3.250     3.000     2.500     2.000     2.250     1.750     3.500     2.000     0.000     0.014     0.965     0.020     0.000     0.000     3.000
     4.000     3.250     5.000     4.000     3.750     3.000     1.000     2.000     1.000     0.000     0.000     0.000     0.999     0.000     0.000     4.000
     4.000     3.250     5.000     4.000     3.750     3.000     1.000     2.000     1.000     0.000     0.000     0.000     0.999     0.000     0.000     4.000
     3.250     4.250     4.500     3.500     2.250     1.750     2.000     3.500     1.500     0.000     0.626     0.001     0.373     0.000     0.000     2.000
     3.250     4.250     4.500     3.500     2.250     1.750     2.000     3.500     1.500     0.000     0.626     0.001     0.373     0.000     0.000     2.000
     3.250     4.250     4.500     3.500     2.250     1.750     2.000     3.500     1.500     0.000     0.626     0.001     0.373     0.000     0.000     2.000
     3.250     4.250     4.500     3.500     2.250     1.750     2.000     3.500     1.500     0.000     0.626     0.001     0.373     0.000     0.000     2.000
     3.250     4.250     4.500     3.500     2.250     1.750     2.000     3.500     1.500     0.000     0.626     0.001     0.373     0.000     0.000     2.000
     3.250     4.250     4.500     3.500     2.250     1.750     2.000     3.500     1.500     0.000     0.626     0.001     0.373     0.000     0.000     2.000
     4.750     4.250     5.000     4.250     2.500     1.750     2.500     2.500     2.250     0.000     0.054     0.000     0.423     0.523     0.000     5.000
     4.750     4.250     5.000     4.250     2.500     1.750     2.500     2.500     2.250     0.000     0.054     0.000     0.423     0.523     0.000     5.000
     3.250     3.000     4.000     4.250     2.000     2.000     1.250     3.250     1.750     0.027     0.457     0.043     0.473     0.000     0.000     4.000
     3.250     3.000     4.000     4.250     2.000     2.000     1.250     3.250     1.750     0.027     0.457     0.043     0.473     0.000     0.000     4.000
     3.250     3.000     4.000     4.250     2.000     2.000     1.250     3.250     1.750     0.027     0.457     0.043     0.473     0.000     0.000     4.000
     4.250     4.500     4.000     4.250     3.000     2.500     1.750     3.250     1.000     0.000     0.003     0.000     0.996     0.001     0.000     4.000
     4.250     4.500     4.000     4.250     3.000     2.500     1.750     3.250     1.000     0.000     0.003     0.000     0.996     0.001     0.000     4.000
     4.250     4.500     4.000     4.250     3.000     2.500     1.750     3.250     1.000     0.000     0.003     0.000     0.996     0.001     0.000     4.000
     4.250     4.500     4.000     4.250     3.000     2.500     1.750     3.250     1.000     0.000     0.003     0.000     0.996     0.001     0.000     4.000
     4.250     4.500     4.000     4.250     3.000     2.500     1.750     3.250     1.000     0.000     0.003     0.000     0.996     0.001     0.000     4.000
     4.250     4.500     4.000     4.250     3.000     2.500     1.750     3.250     1.000     0.000     0.003     0.000     0.996     0.001     0.000     4.000
     4.000     4.000     4.250     3.500     2.750     2.750     2.500     3.000     1.000     0.000     0.003     0.002     0.994     0.000     0.000     4.000
     4.250     2.750     4.000     3.500     3.250     2.000     2.000     3.000     2.000     0.001     0.039     0.100     0.860     0.000     0.000     4.000
     4.250     2.750     4.000     3.500     3.250     2.000     2.000     3.000     2.000     0.001     0.039     0.100     0.860     0.000     0.000     4.000
     3.750     3.000     4.250     3.000     1.500     2.000     2.000     3.000     1.750     0.065     0.805     0.024     0.106     0.000     0.000     2.000
     3.750     3.000     4.250     3.000     1.500     2.000     2.000     3.000     1.750     0.065     0.805     0.024     0.106     0.000     0.000     2.000
     3.750     3.000     4.250     3.000     1.500     2.000     2.000     3.000     1.750     0.065     0.805     0.024     0.106     0.000     0.000     2.000
     4.750     4.250     4.250     4.000     1.000     1.500     2.000     3.250     1.000     0.000     0.985     0.000     0.014     0.002     0.000     2.000
     4.750     4.250     4.250     4.000     1.000     1.500     2.000     3.250     1.000     0.000     0.985     0.000     0.014     0.002     0.000     2.000
