     2.500     2.000     1.250     1.000     1.000    34.000     6.000     9.000    12.000    -0.040     1.054    -0.014     0.001
     1.500     3.750     4.500     1.750     1.000    59.000     4.000     9.000     7.000    -0.180    -0.120     1.296     0.003
     2.750     3.000     2.500     1.000     1.000    58.000     4.000    10.000     5.000    -0.040     1.054    -0.014     0.001
     2.250     2.000     3.750     3.500     1.333    23.000     4.000     1.000     3.000     1.128    -0.080    -0.026    -0.022
     1.000     1.000     1.500     1.000     1.000    35.000     4.000    10.000     3.000    -0.040     1.054    -0.014     0.001
     2.750     1.750     4.000     1.750     1.000    32.000     4.000     8.000     7.000    -0.040     1.054    -0.014     0.001
     2.500     2.250     2.500     2.000     1.000    42.000     4.000     6.000     5.000     1.128    -0.080    -0.026    -0.022
     2.500     2.250     2.500     2.000     1.000    35.000     4.000     6.000     3.000     1.128    -0.080    -0.026    -0.022
     2.500     2.250     2.500     2.000     1.000    34.000     4.000     7.000     8.000     1.128    -0.080    -0.026    -0.022
     2.500     2.250     2.500     2.750     1.000    55.000     5.000    22.000     4.000     1.128    -0.080    -0.026    -0.022
     2.500     2.250     2.500     2.000     1.000    36.000     4.000     8.000     6.000     1.128    -0.080    -0.026    -0.022
     1.000     1.500     2.500     1.000     1.667    31.000     4.000     9.000    18.000    -0.040     1.054    -0.014     0.001
     1.250     1.250     1.750     1.750     2.000    50.000     4.000     4.000    25.000    -0.040     1.054    -0.014     0.001
     1.000     2.000     3.250     1.000     1.667    35.000     6.000     6.000    19.000    -0.040     1.054    -0.014     0.001
     2.750     2.750     2.750     2.000     1.000    50.000     5.000    15.000    30.000     1.128    -0.080    -0.026    -0.022
     3.750     3.750     4.500     2.500     3.000    29.000     4.000     8.000    16.000     1.128    -0.080    -0.026    -0.022
     1.500     2.250     3.250     1.250     1.000    44.000     4.000     1.000    22.000    -0.040     1.054    -0.014     0.001
     1.000     1.000     1.250     1.000     1.000    58.000     4.000    24.000     7.000    -0.040     1.054    -0.014     0.001
     1.250     1.000     2.000     1.000     1.333    32.000     4.000    10.000     7.000    -0.040     1.054    -0.014     0.001
     1.000     2.500     2.250     1.250     3.000    25.000     4.000     2.500    10.000    -0.040     1.054    -0.014     0.001
     1.000     1.000     2.250     1.000     1.000    42.000     5.000     4.000     4.000    -0.040     1.054    -0.014     0.001
     2.750     2.250     2.750     2.000     1.000    65.000     4.000    15.000    15.000     1.128    -0.080    -0.026    -0.022
     1.750     2.250     3.000     2.500     1.667    39.000     4.000     3.000     4.000     1.128    -0.080    -0.026    -0.022
     3.500     3.250     3.500     2.250     1.000    31.000     6.000     6.000     5.000     1.128    -0.080    -0.026    -0.022
     3.000     3.000     2.750     3.000     1.000    31.000     3.000     1.000     5.000     1.128    -0.080    -0.026    -0.022
     1.500     3.000     1.250     1.000     2.667    24.000     6.000     2.000     5.000    -0.040     1.054    -0.014     0.001
     1.500     1.750     3.750     1.000     1.000    59.000     4.000    35.000     3.000    -0.040     1.054    -0.014     0.001
     2.750     1.750     2.000     1.000     3.000    42.000     5.000     5.000     6.000    -0.040     1.054    -0.014     0.001
     2.000     2.750     2.750     1.250     2.000    38.000     4.000     2.500    23.000    -0.040     1.054    -0.014     0.001
     1.000     1.000     3.500     1.000     1.000    54.000     4.000    18.000     3.000    -0.040     1.054    -0.014     0.001
     3.000     2.000     3.750     1.750     1.667    31.000     5.000     3.500     8.000    -0.040     1.054    -0.014     0.001
     1.250     1.250     2.250     1.500     1.000    58.000     4.000    32.000    16.000    -0.040     1.054    -0.014     0.001
     1.250     2.500     2.250     1.250     1.000    62.000     5.000    42.000    10.000    -0.040     1.054    -0.014     0.001
     1.750     2.500     4.750     1.500     1.333    33.000     4.000    18.000    70.000    -0.040     1.054    -0.014     0.001
     2.750     1.500     3.000     1.250     1.000    45.000     6.000    21.000    13.000    -0.040     1.054    -0.014     0.001
     3.000     3.500     3.250     1.000     1.000    32.000     6.000     6.500     9.000    -0.180    -0.120     1.296     0.003
     1.000     1.000     2.000     1.000     1.000    59.000     3.000    15.000    30.000    -0.040     1.054    -0.014     0.001
     3.500     2.750     3.750     2.750     1.667    28.000     4.000     1.000     2.000     1.128    -0.080    -0.026    -0.022
     2.000     1.750     3.750     1.000     1.333    36.000     4.000     1.000    20.000    -0.040     1.054    -0.014     0.001
     3.000     4.000     4.500     4.250     1.667    25.000     4.000     1.000    50.000    -0.113     0.008     0.003     1.102
     1.750     1.000     3.250     1.000     2.000    34.000     4.000     7.000    15.000    -0.040     1.054    -0.014     0.001
     1.000     1.000     4.000     1.000     1.000    58.000     4.000    19.000    18.000    -0.040     1.054    -0.014     0.001
     1.000     2.000     3.500     1.000     1.000    60.000     4.000    39.000    19.000    -0.040     1.054    -0.014     0.001
     1.750     1.500     2.000     1.000     1.000    40.000     5.000     6.000    20.000    -0.040     1.054    -0.014     0.001
     2.000     2.000     2.250     1.250     1.000    40.000     5.000    12.000    53.000    -0.040     1.054    -0.014     0.001
     1.000     1.000     3.250     1.000     1.333    48.000     4.000    11.000     6.000    -0.040     1.054    -0.014     0.001
     1.500     3.000     2.250     1.500     1.667    52.000     4.000    20.000    26.000    -0.040     1.054    -0.014     0.001
     1.750     1.000     3.500     1.750     1.333    46.000     4.000     1.000     6.000    -0.040     1.054    -0.014     0.001
     3.500     1.750     3.000     1.500     1.667    34.000     4.000     5.000     2.000    -0.040     1.054    -0.014     0.001
     3.250     1.500     3.000     1.500     1.333    26.000     5.000     5.000     4.000    -0.040     1.054    -0.014     0.001
     1.250     1.000     1.750     1.000     1.667    56.000     4.000     7.000    25.000    -0.040     1.054    -0.014     0.001
     3.000     3.750     4.000     3.750     1.000    55.000     2.000    30.000     4.000    -0.113     0.008     0.003     1.102
     2.500     2.250     3.000     2.250     1.000    32.000     3.000    12.000     4.000     1.128    -0.080    -0.026    -0.022
     4.000     3.250     4.000     2.000     2.000    53.000     3.000     5.000    10.000     1.128    -0.080    -0.026    -0.022
     1.500     1.000     2.750     1.000     1.000    60.000     3.000    30.000     3.000    -0.040     1.054    -0.014     0.001
     1.000     2.000     1.250     1.000     1.000    44.000     4.000     4.000    50.000    -0.040     1.054    -0.014     0.001
     1.500     2.750     3.250     2.250     1.000    31.000     4.000     0.500    10.000     1.128    -0.080    -0.026    -0.022
     2.000     1.250     3.000     1.250     1.333    46.000     4.000     2.000     5.000    -0.040     1.054    -0.014     0.001
     4.000     2.750     3.250     3.250     1.000    28.000     4.000    10.000    16.000     1.128    -0.080    -0.026    -0.022
     4.750     1.500     2.000     1.000     4.000    30.000     4.000     7.000    17.000    -0.040     1.054    -0.014     0.001
     2.000     5.000     4.500     2.000     5.000    40.000     4.000    15.500    28.000    -0.180    -0.120     1.296     0.003
